TIME,DEVICE,CONSUMPTION
01-01-20 3:23,D2,0.073
01-01-20 3:24,D2,0.037
01-01-20 3:25,D2,0.931
01-01-20 3:26,D2,0.995
01-01-20 3:27,D2,0.114
01-01-20 3:28,D2,0.312
01-01-20 3:29,D2,0.743
01-01-20 3:30,D2,0.333
01-01-20 3:31,D2,0.442
01-01-20 3:32,D2,0.616
01-01-20 3:33,D2,0.666
01-01-20 3:34,D2,0.216
01-01-20 3:35,D2,0.417
01-01-20 3:36,D2,0.309
01-01-20 3:37,D2,0.427
01-01-20 3:38,D2,0.131
01-01-20 3:39,D2,0.441
01-01-20 3:40,D2,0.934
01-01-20 3:41,D2,0.587
01-01-20 3:42,D2,0.099
01-01-20 3:43,D2,0.586
01-01-20 3:44,D2,0.348
01-01-20 3:45,D2,0.894
01-01-20 3:46,D2,0.528
01-01-20 3:47,D2,0.389
01-01-20 3:48,D2,0.377
01-01-20 3:49,D2,0.471
01-01-20 3:50,D2,0.203
01-01-20 3:51,D2,0.912
01-01-20 3:52,D2,0.288
01-01-20 3:53,D2,0.485
01-01-20 3:54,D2,0.854
01-01-20 3:55,D2,0.633
01-01-20 3:56,D2,0.583
01-01-20 3:57,D2,0.752
01-01-20 3:58,D2,0.452
01-01-20 3:59,D2,0.089
01-01-20 4:00,D2,0.029
01-01-20 4:01,D2,0.931
01-01-20 4:02,D2,0.677
01-01-20 4:03,D2,0.529
01-01-20 4:04,D2,0.37
01-01-20 4:05,D2,0.588
01-01-20 4:06,D2,0.05
01-01-20 4:07,D2,0.973
01-01-20 4:08,D2,0.871
01-01-20 4:09,D2,0.415
01-01-20 4:10,D2,0.824
01-01-20 4:11,D2,0.201
01-01-20 4:12,D2,0.696
01-01-20 4:13,D2,0.334
01-01-20 4:14,D2,0.085
01-01-20 4:15,D2,0.212
01-01-20 4:16,D2,0.144
01-01-20 4:17,D2,0.03
01-01-20 4:18,D2,0.45
01-01-20 4:19,D2,0.562
01-01-20 4:20,D2,0.927
01-01-20 4:21,D2,0.72
01-01-20 4:22,D2,0.376
01-01-20 4:23,D2,0.856
01-01-20 4:24,D2,0.999
01-01-20 4:25,D2,0.573
01-01-20 4:26,D2,0.384
01-01-20 4:27,D2,0.352
01-01-20 4:28,D2,0.935
01-01-20 4:29,D2,0.3
01-01-20 4:30,D2,0.42
01-01-20 4:31,D2,0.303
01-01-20 4:32,D2,0.495
01-01-20 4:33,D2,0.837
01-01-20 4:34,D2,0.188
01-01-20 4:35,D2,0.155
01-01-20 4:36,D2,0.783
01-01-20 4:37,D2,0.95
01-01-20 4:38,D2,0.504
01-01-20 4:39,D2,0.21
01-01-20 4:40,D2,0.397
01-01-20 4:41,D2,0.836
01-01-20 4:42,D2,0.659
01-01-20 4:43,D2,0.663
01-01-20 4:44,D2,0.034
01-01-20 4:45,D2,0.484
01-01-20 4:46,D2,0.32
01-01-20 4:47,D2,0.22
01-01-20 4:48,D2,0.307
01-01-20 4:49,D2,0.636
01-01-20 4:50,D2,0.706
01-01-20 4:51,D2,0.643
01-01-20 4:52,D2,0.936
01-01-20 4:53,D2,0.683
01-01-20 4:54,D2,0.669
01-01-20 4:55,D2,0.619
01-01-20 4:56,D2,0.041
01-01-20 4:57,D2,0.718
01-01-20 4:58,D2,0.828
01-01-20 4:59,D2,0.378
01-01-20 5:00,D2,0.022
01-01-20 5:01,D2,0.284
01-01-20 5:02,D2,0.076
01-01-20 5:03,D2,0.293
01-01-20 5:04,D2,0.379
01-01-20 5:05,D2,0.045
01-01-20 5:06,D2,0.646
01-01-20 5:07,D2,0.547
01-01-20 5:08,D2,0.87
01-01-20 5:09,D2,0.736
01-01-20 5:10,D2,0.405
01-01-20 5:11,D2,0.597
01-01-20 5:12,D2,0.608
01-01-20 5:13,D2,0.265
01-01-20 5:14,D2,0.186
01-01-20 5:15,D2,0.789
01-01-20 5:16,D2,0.07
01-01-20 5:17,D2,0.765
01-01-20 5:18,D2,0.811
01-01-20 5:19,D2,0.986
01-01-20 5:20,D2,0.468
01-01-20 5:21,D2,0.724
01-01-20 5:22,D2,0.885
01-01-20 5:23,D2,0.443
01-01-20 5:24,D2,0.642
01-01-20 5:25,D2,0.066
01-01-20 5:26,D2,0.596
01-01-20 5:27,D2,0.546
01-01-20 5:28,D2,0.427
01-01-20 5:29,D2,0.208
01-01-20 5:30,D2,0.513
01-01-20 5:31,D2,0.196
01-01-20 5:32,D2,0.445
01-01-20 5:33,D2,0.646
01-01-20 5:34,D2,0.815
01-01-20 5:35,D2,0.767
01-01-20 5:36,D2,0.412
01-01-20 5:37,D2,0.605
01-01-20 5:38,D2,0.483
01-01-20 5:39,D2,0.638
01-01-20 5:40,D2,0.332
01-01-20 5:41,D2,0.648
01-01-20 5:42,D2,0.712
01-01-20 5:43,D2,0.175
01-01-20 5:44,D2,0.401
01-01-20 5:45,D2,0.893
01-01-20 5:46,D2,0.24
01-01-20 5:47,D2,0.948
01-01-20 5:48,D2,0.079
01-01-20 5:49,D2,0.685
01-01-20 5:50,D2,0.304
01-01-20 5:51,D2,0.697
01-01-20 5:52,D2,0.499
01-01-20 5:53,D2,0.146
01-01-20 5:54,D2,0.696
01-01-20 5:55,D2,0.206
01-01-20 5:56,D2,0.355
01-01-20 5:57,D2,0.995
01-01-20 5:58,D2,0.721
01-01-20 5:59,D2,0.861
01-01-20 6:00,D2,0.434
01-01-20 6:01,D2,0.476
01-01-20 6:02,D2,0.921
01-01-20 6:03,D2,0.075
01-01-20 6:04,D2,0.25
01-01-20 6:05,D2,0.964
01-01-20 6:06,D2,0.103
01-01-20 6:07,D2,0.204
01-01-20 6:08,D2,0.562
01-01-20 6:09,D2,0.093
01-01-20 6:10,D2,0.531
01-01-20 6:11,D2,0.831
01-01-20 6:12,D2,0.139
01-01-20 6:13,D2,0.822
01-01-20 6:14,D2,0.17
01-01-20 6:15,D2,0.485
01-01-20 6:16,D2,0.835
01-01-20 6:17,D2,0.894
01-01-20 6:18,D2,0.502
01-01-20 6:19,D2,0.987
01-01-20 6:20,D2,0.883
01-01-20 6:21,D2,0.558
01-01-20 6:22,D2,0.758
01-01-20 6:23,D2,0.588
01-01-20 6:24,D2,0.321
01-01-20 6:25,D2,0.277
01-01-20 6:26,D2,0.35
01-01-20 6:27,D2,0.997
01-01-20 6:28,D2,0.664
01-01-20 6:29,D2,0.356
01-01-20 6:30,D2,0.948
01-01-20 6:31,D2,0.211
01-01-20 6:32,D2,0.217
01-01-20 6:33,D2,0.095
01-01-20 6:34,D2,0.891
01-01-20 6:35,D2,0.771
01-01-20 6:36,D2,0.95
01-01-20 6:37,D2,0.108
01-01-20 6:38,D2,0.573
01-01-20 6:39,D2,0.713
01-01-20 6:40,D2,0.462
01-01-20 6:41,D2,0.918
01-01-20 6:42,D2,0.034
01-01-20 6:43,D2,0.007
01-01-20 6:44,D2,0.365
01-01-20 6:45,D2,0.791
01-01-20 6:46,D2,0.224
01-01-20 6:47,D2,0.73
01-01-20 6:48,D2,0.377
01-01-20 6:49,D2,0.049
01-01-20 6:50,D2,0.326
01-01-20 6:51,D2,0.558
01-01-20 6:52,D2,0.499
01-01-20 6:53,D2,0.782
01-01-20 6:54,D2,0.068
01-01-20 6:55,D2,0.421
01-01-20 6:56,D2,0.949
01-01-20 6:57,D2,0.952
01-01-20 6:58,D2,0.186
01-01-20 6:59,D2,0.334
01-01-20 7:00,D2,0.899
01-01-20 7:01,D2,0.385
01-01-20 7:02,D2,0.056
01-01-20 7:03,D2,0.461
01-01-20 7:04,D2,0.673
01-01-20 7:05,D2,0.023
01-01-20 7:06,D2,0.053
01-01-20 7:07,D2,0.477
01-01-20 7:08,D2,0.788
01-01-20 7:09,D2,0.138
01-01-20 7:10,D2,0.372
01-01-20 7:11,D2,0.142
01-01-20 7:12,D2,0.085
01-01-20 7:13,D2,0.884
01-01-20 7:14,D2,0.897
01-01-20 7:15,D2,0.796
01-01-20 7:16,D2,0.271
01-01-20 7:17,D2,0.703
01-01-20 7:18,D2,0.182
01-01-20 7:19,D2,0.199
01-01-20 7:20,D2,0.384
01-01-20 7:21,D2,0.622
01-01-20 7:22,D2,0.796
01-01-20 7:23,D2,0.693
01-01-20 7:24,D2,0.033
01-01-20 7:25,D2,0.372
01-01-20 7:26,D2,0.035
01-01-20 7:27,D2,0.217
01-01-20 7:28,D2,0.797
01-01-20 7:29,D2,0.648
01-01-20 7:30,D2,0.551
01-01-20 7:31,D2,0.081
01-01-20 7:32,D2,0.832
01-01-20 7:33,D2,0.508
01-01-20 7:34,D2,0.484
01-01-20 7:35,D2,0.738
01-01-20 7:36,D2,0.557
01-01-20 7:37,D2,0.105
01-01-20 7:38,D2,0.528
01-01-20 7:39,D2,0.022
01-01-20 7:40,D2,0.268
01-01-20 7:41,D2,0.466
01-01-20 7:42,D2,0.766
01-01-20 7:43,D2,0.429
01-01-20 7:44,D2,0.673
01-01-20 7:45,D2,0.999
01-01-20 7:46,D2,0.193
01-01-20 7:47,D2,0.082
01-01-20 7:48,D2,0.632
01-01-20 7:49,D2,0.788
01-01-20 7:50,D2,0.624
01-01-20 7:51,D2,0.931
01-01-20 7:52,D2,0.848
01-01-20 7:53,D2,0.473
01-01-20 7:54,D2,0.051
01-01-20 7:55,D2,0.63
01-01-20 7:56,D2,0.825
01-01-20 7:57,D2,0.732
01-01-20 7:58,D2,0.598
01-01-20 7:59,D2,0.236
01-01-20 8:00,D2,0.228
01-01-20 8:01,D2,0.917
01-01-20 8:02,D2,0.935
01-01-20 8:03,D2,0.583
01-01-20 8:04,D2,0.641
01-01-20 8:05,D2,0.435
01-01-20 8:06,D2,0.366
01-01-20 8:07,D2,0.725
01-01-20 8:08,D2,0.844
01-01-20 8:09,D2,0.817
01-01-20 8:10,D2,0.865
01-01-20 8:11,D2,0.32
01-01-20 8:12,D2,0.918
01-01-20 8:13,D2,0.249
01-01-20 8:14,D2,0.981
01-01-20 8:15,D2,0.215
01-01-20 8:16,D2,0.913
01-01-20 8:17,D2,0.534
01-01-20 8:18,D2,0.921
01-01-20 8:19,D2,0.768
01-01-20 8:20,D2,0.329
01-01-20 8:21,D2,0.069
01-01-20 8:22,D2,0.062
01-01-20 8:23,D2,0.639
01-01-20 8:24,D2,0.38
01-01-20 8:25,D2,0.441
01-01-20 8:26,D2,0.848
01-01-20 8:27,D2,0.888
01-01-20 8:28,D2,0.846
01-01-20 8:29,D2,0.689
01-01-20 8:30,D2,0.298
01-01-20 8:31,D2,0.211
01-01-20 8:32,D2,0.358
01-01-20 8:33,D2,0.077
01-01-20 8:34,D2,0.343
01-01-20 8:35,D2,0.057
01-01-20 8:36,D2,0.116
01-01-20 8:37,D2,0.498
01-01-20 8:38,D2,0.821
01-01-20 8:39,D2,0.206
01-01-20 8:40,D2,0.343
01-01-20 8:41,D2,0.261
01-01-20 8:42,D2,0.233
01-01-20 8:43,D2,0.075
01-01-20 8:44,D2,0.31
01-01-20 8:45,D2,0.05
01-01-20 8:46,D2,0.306
01-01-20 8:47,D2,0.695
01-01-20 8:48,D2,0.362
01-01-20 8:49,D2,0.334
01-01-20 8:50,D2,0.004
01-01-20 8:51,D2,0.791
01-01-20 8:52,D2,0.176
01-01-20 8:53,D2,0.333
01-01-20 8:54,D2,0.854
01-01-20 8:55,D2,0.873
01-01-20 8:56,D2,0.455
01-01-20 8:57,D2,0.957
01-01-20 8:58,D2,0.383
01-01-20 8:59,D2,0.59
01-01-20 9:00,D2,0.341
01-01-20 9:01,D2,0.768
01-01-20 9:02,D2,0.008
01-01-20 9:03,D2,0.827
01-01-20 9:04,D2,0.108
01-01-20 9:05,D2,0.139
01-01-20 9:06,D2,0.933
01-01-20 9:07,D2,0.226
01-01-20 9:08,D2,0.116
01-01-20 9:09,D2,0.242
01-01-20 9:10,D2,0.487
01-01-20 9:11,D2,0.856
01-01-20 9:12,D2,0.563
01-01-20 9:13,D2,0.416
01-01-20 9:14,D2,0.87
01-01-20 9:15,D2,0.725
01-01-20 9:16,D2,0.338
01-01-20 9:17,D2,0.738
01-01-20 9:18,D2,0.443
01-01-20 9:19,D2,0.726
01-01-20 9:20,D2,0.128
01-01-20 9:21,D2,0.374
01-01-20 9:22,D2,0.551
01-01-20 9:23,D2,0.381
01-01-20 9:24,D2,0.005
01-01-20 9:25,D2,0.347
01-01-20 9:26,D2,0.362
01-01-20 9:27,D2,0.447
01-01-20 9:28,D2,0.896
01-01-20 9:29,D2,0.922
01-01-20 9:30,D2,0.354
01-01-20 9:31,D2,0.042
01-01-20 9:32,D2,0.728
01-01-20 9:33,D2,0.72
01-01-20 9:34,D2,0.907
01-01-20 9:35,D2,0.453
01-01-20 9:36,D2,0.502
01-01-20 9:37,D2,0.996
01-01-20 9:38,D2,0.89
01-01-20 9:39,D2,0.206
01-01-20 9:40,D2,0.278
01-01-20 9:41,D2,0.269
01-01-20 9:42,D2,0.304
01-01-20 9:43,D2,0.29
01-01-20 9:44,D2,0.828
01-01-20 9:45,D2,0.634
01-01-20 9:46,D2,0.766
01-01-20 9:47,D2,0.649
01-01-20 9:48,D2,0.731
01-01-20 9:49,D2,0.643
01-01-20 9:50,D2,0.1
01-01-20 9:51,D2,0.187
01-01-20 9:52,D2,0.792
01-01-20 9:53,D2,0.575
01-01-20 9:54,D2,0.357
01-01-20 9:55,D2,0.579
01-01-20 9:56,D2,0.997
01-01-20 9:57,D2,0.317
01-01-20 9:58,D2,0.367
01-01-20 9:59,D2,0.101
01-01-20 10:00,D2,0.617
01-01-20 10:01,D2,0.825
01-01-20 10:02,D2,0.283
01-01-20 10:03,D2,0.554
01-01-20 10:04,D2,0.741
01-01-20 10:05,D2,0.304
01-01-20 10:06,D2,0.697
01-01-20 10:07,D2,0.125
01-01-20 10:08,D2,0.222
01-01-20 10:09,D2,0.859
01-01-20 10:10,D2,0.558
01-01-20 10:11,D2,0.648
01-01-20 10:12,D2,0.975
01-01-20 10:13,D2,0.322
01-01-20 10:14,D2,0.556
01-01-20 10:15,D2,0.354
01-01-20 10:16,D2,0.639
01-01-20 10:17,D2,0.387
01-01-20 10:18,D2,0.614
01-01-20 10:19,D2,0.608
01-01-20 10:20,D2,0.826
01-01-20 10:21,D2,0.958
01-01-20 10:22,D2,0.844
01-01-20 10:23,D2,0.578
01-01-20 10:24,D2,0.587
01-01-20 10:25,D2,0.856
01-01-20 10:26,D2,0.661
01-01-20 10:27,D2,0.993
01-01-20 10:28,D2,0.268
01-01-20 10:29,D2,0.612
01-01-20 10:30,D2,0.727
01-01-20 10:31,D2,0.42
01-01-20 10:32,D2,0.609
01-01-20 10:33,D2,0.117
01-01-20 10:34,D2,0.08
01-01-20 10:35,D2,0.519
01-01-20 10:36,D2,0.827
01-01-20 10:37,D2,0.309
01-01-20 10:38,D2,0.084
01-01-20 10:39,D2,0.776
01-01-20 10:40,D2,0.409
01-01-20 10:41,D2,0.935
01-01-20 10:42,D2,0.821
01-01-20 10:43,D2,0.124
01-01-20 10:44,D2,0.524
01-01-20 10:45,D2,0.635
01-01-20 10:46,D2,0.155
01-01-20 10:47,D2,0.668
01-01-20 10:48,D2,0.289
01-01-20 10:49,D2,0.261
01-01-20 10:50,D2,0.997
01-01-20 10:51,D2,0.457
01-01-20 10:52,D2,0.589
01-01-20 10:53,D2,0.39
01-01-20 10:54,D2,0.201
01-01-20 10:55,D2,0.884
01-01-20 10:56,D2,0.825
01-01-20 10:57,D2,0.449
01-01-20 10:58,D2,0.147
01-01-20 10:59,D2,0.815
01-01-20 11:00,D2,0.702
01-01-20 11:01,D2,0.726
01-01-20 11:02,D2,0.289
01-01-20 11:03,D2,0.01
01-01-20 11:04,D2,0.183
01-01-20 11:05,D2,0.835
01-01-20 11:06,D2,0.861
01-01-20 11:07,D2,0.736
01-01-20 11:08,D2,0.789
01-01-20 11:09,D2,0.84
01-01-20 11:10,D2,0.499
01-01-20 11:11,D2,0.718
01-01-20 11:12,D2,0.715
01-01-20 11:13,D2,0.37
01-01-20 11:14,D2,0.729
01-01-20 11:15,D2,0.762
01-01-20 11:16,D2,0.645
01-01-20 11:17,D2,0.517
01-01-20 11:18,D2,0.173
01-01-20 11:19,D2,0.423
01-01-20 11:20,D2,0.727
01-01-20 11:21,D2,0.209
01-01-20 11:22,D2,0.831
01-01-20 11:23,D2,0.084
01-01-20 11:24,D2,0.887
01-01-20 11:25,D2,0.071
01-01-20 11:26,D2,1
01-01-20 11:27,D2,0.677
01-01-20 11:28,D2,0.572
01-01-20 11:29,D2,0.456
01-01-20 11:30,D2,0.205
01-01-20 11:31,D2,0.082
01-01-20 11:32,D2,0.03
01-01-20 11:33,D2,0.492
01-01-20 11:34,D2,0.05
01-01-20 11:35,D2,0.909
01-01-20 11:36,D2,0.456
01-01-20 11:37,D2,0.47
01-01-20 11:38,D2,0.017
01-01-20 11:39,D2,0.986
01-01-20 11:40,D2,0.685
01-01-20 11:41,D2,0.84
01-01-20 11:42,D2,0.07
01-01-20 11:43,D2,0.373
01-01-20 11:44,D2,0.604
01-01-20 11:45,D2,0.426
01-01-20 11:46,D2,0.385
01-01-20 11:47,D2,0.138
01-01-20 11:48,D2,0.165
01-01-20 11:49,D2,0.192
01-01-20 11:50,D2,0.635
01-01-20 11:51,D2,0.424
01-01-20 11:52,D2,0.673
01-01-20 11:53,D2,0.043
01-01-20 11:54,D2,0.061
01-01-20 11:55,D2,0.617
01-01-20 11:56,D2,0.004
01-01-20 11:57,D2,0.702
01-01-20 11:58,D2,0.973
01-01-20 11:59,D2,0.475
01-01-20 12:00,D2,0.578
01-01-20 12:01,D2,0.661
01-01-20 12:02,D2,0.428
01-01-20 12:03,D2,0.193
01-01-20 12:04,D2,0.167
01-01-20 12:05,D2,0.553
01-01-20 12:06,D2,0.569
01-01-20 12:07,D2,0.26
01-01-20 12:08,D2,0.093
01-01-20 12:09,D2,0.092
01-01-20 12:10,D2,0.529
01-01-20 12:11,D2,0.855
01-01-20 12:12,D2,0.97
01-01-20 12:13,D2,0.871
01-01-20 12:14,D2,0.848
01-01-20 12:15,D2,0.255
01-01-20 12:16,D2,0.903
01-01-20 12:17,D2,0.921
01-01-20 12:18,D2,0.066
01-01-20 12:19,D2,0.409
01-01-20 12:20,D2,0.982
01-01-20 12:21,D2,0.898
01-01-20 12:22,D2,0.549
01-01-20 12:23,D2,0.382
01-01-20 12:24,D2,0.983
01-01-20 12:25,D2,0.182
01-01-20 12:26,D2,0.597
01-01-20 12:27,D2,0.872
01-01-20 12:28,D2,0.416
01-01-20 12:29,D2,0.963
01-01-20 12:30,D2,0.608
01-01-20 12:31,D2,0.346
01-01-20 12:32,D2,0.45
01-01-20 12:33,D2,0.586
01-01-20 12:34,D2,0.376
01-01-20 12:35,D2,0.663
01-01-20 12:36,D2,0.793
01-01-20 12:37,D2,0.071
01-01-20 12:38,D2,0.628
01-01-20 12:39,D2,0.228
01-01-20 12:40,D2,0.292
01-01-20 12:41,D2,0.72
01-01-20 12:42,D2,0.539
01-01-20 12:43,D2,0.814
01-01-20 12:44,D2,0.895
01-01-20 12:45,D2,0.143
01-01-20 12:46,D2,0.278
01-01-20 12:47,D2,0.201
01-01-20 12:48,D2,0.609
01-01-20 12:49,D2,0.91
01-01-20 12:50,D2,0.61
01-01-20 12:51,D2,0.705
01-01-20 12:52,D2,0.269
01-01-20 12:53,D2,0.217
01-01-20 12:54,D2,0.197
01-01-20 12:55,D2,0.46
01-01-20 12:56,D2,0.261
01-01-20 12:57,D2,0.653
01-01-20 12:58,D2,0.514
01-01-20 12:59,D2,0.054
01-01-20 13:00,D2,0.809
01-01-20 13:01,D2,0.163
01-01-20 13:02,D2,0.241
01-01-20 13:03,D2,0.765
01-01-20 13:04,D2,0.083
01-01-20 13:05,D2,0.803
01-01-20 13:06,D2,0.571
01-01-20 13:07,D2,0.144
01-01-20 13:08,D2,0.189
01-01-20 13:09,D2,0.701
01-01-20 13:10,D2,0.141
01-01-20 13:11,D2,0.173
01-01-20 13:12,D2,0.03
01-01-20 13:13,D2,0.947
01-01-20 13:14,D2,0.162
01-01-20 13:15,D2,0.539
01-01-20 13:16,D2,0.15
01-01-20 13:17,D2,0.791
01-01-20 13:18,D2,0.925
01-01-20 13:19,D2,0.851
01-01-20 13:20,D2,0.931
01-01-20 13:21,D2,0.623
01-01-20 13:22,D2,0.042
01-01-20 13:23,D2,0.766
01-01-20 13:24,D2,0.931
01-01-20 13:25,D2,0.677
01-01-20 13:26,D2,0.668
01-01-20 13:27,D2,0.066
01-01-20 13:28,D2,0.725
01-01-20 13:29,D2,0.331
01-01-20 13:30,D2,0.489
01-01-20 13:31,D2,0.706
01-01-20 13:32,D2,0.351
01-01-20 13:33,D2,0.144
01-01-20 13:34,D2,0.409
01-01-20 13:35,D2,0.723
01-01-20 13:36,D2,0.332
01-01-20 13:37,D2,0.495
01-01-20 13:38,D2,0.761
01-01-20 13:39,D2,0.684
01-01-20 13:40,D2,0.315
01-01-20 13:41,D2,0.799
01-01-20 13:42,D2,0.318
01-01-20 13:43,D2,0.063
01-01-20 13:44,D2,0.545
01-01-20 13:45,D2,0.809
01-01-20 13:46,D2,0.559
01-01-20 13:47,D2,0.49
01-01-20 13:48,D2,0.759
01-01-20 13:49,D2,0.404
01-01-20 13:50,D2,0.449
01-01-20 13:51,D2,0.384
01-01-20 13:52,D2,0.602
01-01-20 13:53,D2,0.645
01-01-20 13:54,D2,0.455
01-01-20 13:55,D2,0.825
01-01-20 13:56,D2,0.317
01-01-20 13:57,D2,0.581
01-01-20 13:58,D2,0.645
01-01-20 13:59,D2,0.897
01-01-20 14:00,D2,0.321
01-01-20 14:01,D2,0.443
01-01-20 14:02,D2,0.493
01-01-20 14:03,D2,0.91
01-01-20 14:04,D2,0.211
01-01-20 14:05,D2,0.436
01-01-20 14:06,D2,0.447
01-01-20 14:07,D2,0.079
01-01-20 14:08,D2,0.941
01-01-20 14:09,D2,0.26
01-01-20 14:10,D2,0.419
01-01-20 14:11,D2,0.24
01-01-20 14:12,D2,0.146
01-01-20 14:13,D2,0.893
01-01-20 14:14,D2,0.076
01-01-20 14:15,D2,0.146
01-01-20 14:16,D2,0.079
01-01-20 14:17,D2,0.909
01-01-20 14:18,D2,0.251
01-01-20 14:19,D2,0.734
01-01-20 14:20,D2,0.229
01-01-20 14:21,D2,0.801
01-01-20 14:22,D2,0.824
01-01-20 14:23,D2,0.494
01-01-20 14:24,D2,0.424
01-01-20 14:25,D2,0.356
01-01-20 14:26,D2,0.142
01-01-20 14:27,D2,0.753
01-01-20 14:28,D2,0.177
01-01-20 14:29,D2,0.109
01-01-20 14:30,D2,0.442
01-01-20 14:31,D2,0.233
01-01-20 14:32,D2,0.085
01-01-20 14:33,D2,0.312
01-01-20 14:34,D2,0.738
01-01-20 14:35,D2,0.736
01-01-20 14:36,D2,0.33
01-01-20 14:37,D2,0.658
01-01-20 14:38,D2,0.338
01-01-20 14:39,D2,0.172
01-01-20 14:40,D2,0.723
01-01-20 14:41,D2,0.178
01-01-20 14:42,D2,0.499
01-01-20 14:43,D2,0.44
01-01-20 14:44,D2,0.256
01-01-20 14:45,D2,0.396
01-01-20 14:46,D2,0.695
01-01-20 14:47,D2,0.872
01-01-20 14:48,D2,0.87
01-01-20 14:49,D2,0.787
01-01-20 14:50,D2,0.687
01-01-20 14:51,D2,0.021
01-01-20 14:52,D2,0.943
01-01-20 14:53,D2,0.064
01-01-20 14:54,D2,0.815
01-01-20 14:55,D2,0.626
01-01-20 14:56,D2,0.073
01-01-20 14:57,D2,0.611
01-01-20 14:58,D2,0.972
01-01-20 14:59,D2,0.441
01-01-20 15:00,D2,0.866
01-01-20 15:01,D2,0.65
01-01-20 15:02,D2,0.288
01-01-20 15:03,D2,0.483
01-01-20 15:04,D2,0.761
01-01-20 15:05,D2,0.353
01-01-20 15:06,D2,0.865
01-01-20 15:07,D2,0.946
01-01-20 15:08,D2,0.443
01-01-20 15:09,D2,0.171
01-01-20 15:10,D2,0.811
01-01-20 15:11,D2,0.672
01-01-20 15:12,D2,0.979
01-01-20 15:13,D2,0.115
01-01-20 15:14,D2,0.443
01-01-20 15:15,D2,0.599
01-01-20 15:16,D2,0.649
01-01-20 15:17,D2,0.574
01-01-20 15:18,D2,0.739
01-01-20 15:19,D2,0.055
01-01-20 15:20,D2,0.384
01-01-20 15:21,D2,0.547
01-01-20 15:22,D2,0.061
01-01-20 15:23,D2,0.109
01-01-20 15:24,D2,0.803
01-01-20 15:25,D2,0.812
01-01-20 15:26,D2,0.7
01-01-20 15:27,D2,0.454
01-01-20 15:28,D2,0.149
01-01-20 15:29,D2,0.676
01-01-20 15:30,D2,0.021
01-01-20 15:31,D2,0.44
01-01-20 15:32,D2,0.806
01-01-20 15:33,D2,0.4
01-01-20 15:34,D2,0.866
01-01-20 15:35,D2,0.974
01-01-20 15:36,D2,0.664
01-01-20 15:37,D2,0.322
01-01-20 15:38,D2,0.389
01-01-20 15:39,D2,0.938
01-01-20 15:40,D2,0.347
01-01-20 15:41,D2,0.986
01-01-20 15:42,D2,0.688
01-01-20 15:43,D2,0.689
01-01-20 15:44,D2,0.182
01-01-20 15:45,D2,0.283
01-01-20 15:46,D2,0.433
01-01-20 15:47,D2,0.976
01-01-20 15:48,D2,0.843
01-01-20 15:49,D2,0.76
01-01-20 15:50,D2,0.206
01-01-20 15:51,D2,0.298
01-01-20 15:52,D2,0.811
01-01-20 15:53,D2,0.721
01-01-20 15:54,D2,0.382
01-01-20 15:55,D2,0.34
01-01-20 15:56,D2,0.131
01-01-20 15:57,D2,0.733
01-01-20 15:58,D2,0.246
01-01-20 15:59,D2,0.613
01-01-20 16:00,D2,0.479
01-01-20 16:01,D2,0.415
01-01-20 16:02,D2,0.455
01-01-20 16:03,D2,0.848
01-01-20 16:04,D2,0.195
01-01-20 16:05,D2,0.196
01-01-20 16:06,D2,0.097
01-01-20 16:07,D2,1
01-01-20 16:08,D2,0.793
01-01-20 16:09,D2,0.812
01-01-20 16:10,D2,0.39
01-01-20 16:11,D2,0.952
01-01-20 16:12,D2,0.424
01-01-20 16:13,D2,0.91
01-01-20 16:14,D2,0.484
01-01-20 16:15,D2,0.131
01-01-20 16:16,D2,0.902
01-01-20 16:17,D2,0.054
01-01-20 16:18,D2,0.9
01-01-20 16:19,D2,0.293
01-01-20 16:20,D2,0.202
01-01-20 16:21,D2,0.82
01-01-20 16:22,D2,0.947
01-01-20 16:23,D2,0.659
01-01-20 16:24,D2,0.8
01-01-20 16:25,D2,0.399
01-01-20 16:26,D2,0.786
01-01-20 16:27,D2,0.462
01-01-20 16:28,D2,0.812
01-01-20 16:29,D2,0.356
01-01-20 16:30,D2,0.93
01-01-20 16:31,D2,0.683
01-01-20 16:32,D2,0.668
01-01-20 16:33,D2,0.72
01-01-20 16:34,D2,0.656
01-01-20 16:35,D2,0.449
01-01-20 16:36,D2,0.96
01-01-20 16:37,D2,0.612
01-01-20 16:38,D2,0.175
01-01-20 16:39,D2,0.114
01-01-20 16:40,D2,0.195
01-01-20 16:41,D2,0.001
01-01-20 16:42,D2,0.456
01-01-20 16:43,D2,0.517
01-01-20 16:44,D2,0.41
01-01-20 16:45,D2,0.955
01-01-20 16:46,D2,0.256
01-01-20 16:47,D2,0.307
01-01-20 16:48,D2,0.981
01-01-20 16:49,D2,0.015
01-01-20 16:50,D2,0.273
01-01-20 16:51,D2,0.492
01-01-20 16:52,D2,0.521
01-01-20 16:53,D2,0.871
01-01-20 16:54,D2,0.325
01-01-20 16:55,D2,0.571
01-01-20 16:56,D2,0.451
01-01-20 16:57,D2,0.597
01-01-20 16:58,D2,0.11
01-01-20 16:59,D2,0.71
01-01-20 17:00,D2,0.688
01-01-20 17:01,D2,0.089
01-01-20 17:02,D2,0.413
01-01-20 17:03,D2,0.418
01-01-20 17:04,D2,0.901
